Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
n6igrdmpr,"""Markaz us-Sunnah URGENT APPEAL:

Markaz us-Sunnah has only 13 days to secure our property or we may lose it and have nowhere to pray, do lessons or Madrasah.

RAISED: 260,000
REMAINING: 740,000

Target: 1M to secure our future BY THE END OF RAMADAN.

*DONATE NOW*

*GoFundMe:*


*Website:*,","Salafi taklidi","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","Salafi taklidi","","","","",""
f8tifev6j,"""WHY DO MUSLIMS FAST? Some of the wisdoms behind fasting and what a Muslim ought to seek through fasting - Shaykh al-Fawzan.,","Salafi taklidi","אריאל כהן;אילון כהן","","","","","","","","","","","","","Salafi taklidi","","Salafi taklidi","","","","","","","","","","","","","","","","",""
nulkth7fl,"""I am not a Saudi nor do I live there, nor do I justify sins or bad stuff that may occur there, happy?

By the way, you literally live in the U.S. and pay taxes to them, which they use to bomb Iran

This isn't a W you think it is

Come on Taqiyatjou, I expected better from you,","Irrelevant","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","",""
c7p4bai0y,"""You say: ISIS killed civilians. Those Muslims who died were:

1. Soldiers of the Taghut armies
2. Police officers of the Murtaddin
3. Shiite militias who burned Sunni mosques
4. Comrades who received salaries from the CIA to kill mujahideen

+"",","Salafi jihadi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה בארגוני טרור","","","","","Salafi jihadi","ז. תמיכה בארגוני טרור","","","",""
mcfj1nacf,"""No terrorist organization ever dropped nuclear bombs on civilians.

Only America did that.

And then had the gall to lecture the world about restraint."",73.0","Irrelevant","הודיה עופרי;אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
85vixdxdn,"""People who object to Hajj permits & government limitations on who can make Hajj each year...

LOOK at images of the Ka'bah on this day (the 10th of Thul-Hijjah) with your own eyes & put your emotions aside & contemplate objectively what it would mean for this level of crowding to be DOUBLED or TRIPLED, because of no limits or regulations. Consider your parents or grandparents are in the middle of the crowd. 

The harm would be great; deaths & injuries would increase significantly, and you vocal critics of the Muslim leaders would be the first to say, ""WHY AREN'T THEY DOING ANYTHING ABOUT THIS!?""

We ask Allah to aid the Muslim leaders in facilitating Hajj for the Muslims, in safety & good health, and to reward them for their great efforts."",","Irrelevant","אילון כהן;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","","","","","Irrelevant","","","","","","","","",""
t99rd4av5,"""Honestly without Islam Id go insane in this world

Because no way could I witness from afar such suffering and wickedness and think to myself after all this evil and bloodshed and suffering and oppression and tyranny, there will be no justice, no day of judgement, no accountability, and no triumph of good over evil 

Is it any wonder why atheists have the highest suicide rates and Muslims have the lowest"",","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","",""
zqzyqimqi,"Following Ancestors Into Shirk |ClickDEEN360  via @YouTube,","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","",""
nazyhphod,"No matter what happens in the world, dont let it stop you from increasing your acts of worship during this blessed Ramadan,","Irrelevant","אריאל כהן;אילון כהן","","","","","","","","","","","","","Irrelevant","","Irrelevant","","","","","","","","","","","","","","","","",""
o7zs0oaqv,"""All these hypocrite Madkhalis coming out with open Takfir of the Rafidhah, scholars and laymen  which is correct  suddenly get amnesia, and forget that MBS affirmed Islam for the previously bbqd leader of Iran. Even Madkhalis recognize that the then leader of Iran was a Taght. Is Al-Kufr Bi-Taghut only applicable when convenient with Saudi foreign policy?

This is why nobody takes these clown seriously, and theyre a filthy stain on the Salafi Dawah. Their religious discourse takes its ques from Saudi foreign policy, with Salafi buzzwords sprinkled in when convenient and serves their purposes.

The reality is, the Salaf and Salafi Manhaj are free from them."",","Salafi jihadi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים; ד. תמיכה בתכפיר קולקטיבי; א. האשמה בכפירה של שליטי ערב; ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","",""
6cppygr4k,"""Please keep our dear sister and her family @Abumusa_TaahirB in your adiyaat. Our sister has been a positive influence and teacher to our youth and diligent in supporting the Salafis.  May Allah grant her a speedy and complete recovery with safety and wellbeing.,","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Skip","זה בטוח סלפים תקלידים שכותבים אבל אין סממן של המחשבה שלהם זה פשוט הודעה לקהילה אז לא יודעת אם רלוונטי לשים סלפי תקלידי או לא","","","",""
mb49426xi,""" Watch this Video: The Impact of Your donations to Al-Ikhlaas Trust Last Year: 2025.

 Watch and Share!

 WORLDWIDE Donation Link: 

 INSIDE PAKISTAN:,","Irrelevant","הודיה עופרי;אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
iln2k894v,"Live Now at the #SalafiMasjid
 
 Jumuah Khutbah

 By Abu Zayd,","Salafi taklidi","אילון כהן;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","Salafi taklidi","","","","","","","","",""
7dlirjqcn,"""""American soldier laughing about Iraq: ""There was this girl, like 15 years old. We started pimping her out for like 50 bucks a shot. Made 500 bucks before she hung herself."" 
""
--------------

In times of X and Social Media ppl should be able to identify this man and his current status 
Is he alive?,","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","",""
6pm3gvcmi,"""The Muslims performed the Prayer for Rain in Saudi Arabia  on Thursday 13th and it rained Saturday 15th. 

Alhamdu lillah. 

May Allah bless the Muslims in Palestine, Sudan and worldwide with safety and ease.,","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","","","",""
6dhuabzxp,"""Theres literally no difference between this Ismaili Kafir, and the Jahmi Kafir. Both making circus clown Tawil that contradict the understanding of the Salaf, as recorded by the Imam of the Mufassireen. Both like to larp as if theyre sophisticated and deep, but in reality theyre just flirting with atheism on the regular. May Allah destroy them, and make an example of them and their likes   ."",35.0","Salafi jihadi","אריאל כהן;אילון כהן","","","","","","","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","Salafi jihadi","ח. אחר","","","","","","","","","","","","","","","",""
nsa9q3guc,"""Imam Jamil Al-Amin passed away today while still confined within the prison walls. Like his companion, Imam Luqman Abdullah, who preceded him, these were men who, in shAllh, remained steadfast and true to their covenant with Allh. They stood in stark contrast to many other imams in the West, who faltered and compromised.

Though they may not have been formally recognized as ulama, theyin shAllhacted upon the knowledge they possessed, which is what truly matters.         . Even amid his suffering, Imam Jamil remained thoughtful, conveying his salm to me through some who were in touch with him.

May Allh forgive them both, envelop them in His infinite mercy, illuminate their graves with radiant light, and elevate their ranks among the righteous.

Ahmad Musa Jibril 
2 Jumda ath-Thn 1447"",93.0","Salafi jihadi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","",""
0qvdwtna3,"""The Prophet  said:      (There is no marriage without the permission of the wal). Sunan Ab Dwd 2805, h (al-Albn).

Ikhwanis: Parent/guardian can be present in a marriage sit-down, but they are requested not to interfere with the sessions.

So the guardian cannot ""interfere"", and as to add to the humiliation, he should pay a fee to ""observe"", whilst his daughter is in a ""rotational setting"" meeting other men. He is the wal, he should be jealous over his ward and not exhibit beta-male energy.

For the people who lazily proclaim: Why do you Salafis busy yourself with refutations?

This is why. We observe nonsense like this daily and out of love for Kitb and Sunnah and love for the truth to be upheld, we speak out. This is the vigilance every Muslim should have in defending the Sunnah and uniting the people upon it.

Porting speed dating concepts into Islamic marriage meet-ups is humiliation and ignorance, adopting the methods of the disbelievers. It reminds us of the narration:

Ab Hurayrah (Allah be pleased with him) narrated that the Prophet () said: The Hour will not be established until my Ummah will take the ways of those generations (nations) that preceded them, following them handspan by handspan, cubit-length by cubit-length. They asked: O Allahs Messengers! Such as the Persians and Romans? He replied: Who else except for them. (al-Bukhr, no. 7319)

We ask Allh for safety."",","Salafi taklidi","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","",""
